               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                1622,            0.051365,            0.075942,            0.024042,             0.96902,              0.8364,             0.88679,             0.77477,            0.043191,            0.054465,            0.018702,           0.0019761,           0.0019761,           0.0019761
                1623,            0.051173,            0.075963,            0.023898,             0.96892,             0.83645,             0.88676,             0.77485,            0.043192,            0.054466,            0.018702,           0.0019711,           0.0019711,           0.0019711
                1624,            0.051298,            0.076401,            0.024005,             0.96893,             0.83643,             0.88681,             0.77483,            0.043192,            0.054457,            0.018701,           0.0019662,           0.0019662,           0.0019662
                1625,            0.051286,            0.075746,            0.024037,             0.96899,             0.83641,             0.88678,             0.77479,            0.043192,            0.054449,            0.018701,           0.0019612,           0.0019612,           0.0019612
                1626,            0.051312,            0.075751,            0.024039,             0.96891,             0.83642,             0.88677,             0.77479,            0.043194,             0.05444,              0.0187,           0.0019563,           0.0019563,           0.0019563
                1627,             0.05115,            0.074258,            0.023931,             0.96894,             0.83639,             0.88681,              0.7748,            0.043196,            0.054445,              0.0187,           0.0019513,           0.0019513,           0.0019513
                1628,            0.051028,            0.076172,            0.023837,             0.96895,             0.83643,             0.88681,             0.77478,            0.043198,             0.05446,              0.0187,           0.0019464,           0.0019464,           0.0019464
                1629,            0.051268,            0.075783,            0.023979,             0.96884,             0.83641,             0.88679,             0.77478,            0.043199,            0.054445,            0.018699,           0.0019414,           0.0019414,           0.0019414
                1630,             0.05109,            0.074976,            0.023909,             0.96896,             0.83637,             0.88675,             0.77475,            0.043201,            0.054456,            0.018699,           0.0019365,           0.0019365,           0.0019365
                1631,            0.051024,            0.075397,            0.023784,             0.96899,             0.83633,             0.88679,              0.7748,            0.043202,            0.054451,            0.018698,           0.0019315,           0.0019315,           0.0019315
                1632,            0.051097,            0.075468,            0.023905,               0.969,             0.83633,             0.88679,             0.77483,            0.043204,            0.054447,            0.018698,           0.0019265,           0.0019265,           0.0019265
                1633,            0.051159,            0.075321,             0.02394,             0.96889,             0.83629,              0.8868,             0.77487,            0.043203,            0.054441,            0.018697,           0.0019216,           0.0019216,           0.0019216
                1634,            0.051058,            0.075636,            0.023882,             0.96899,             0.83621,             0.88678,             0.77495,            0.043201,             0.05442,            0.018697,           0.0019166,           0.0019166,           0.0019166
                1635,             0.05098,            0.075078,            0.023875,             0.96897,             0.83623,             0.88677,             0.77494,            0.043199,             0.05442,            0.018697,           0.0019117,           0.0019117,           0.0019117
                1636,            0.051073,            0.074801,            0.023908,             0.96897,             0.83619,             0.88678,             0.77481,            0.043203,            0.054437,            0.018696,           0.0019068,           0.0019068,           0.0019068
                1637,            0.051245,            0.075864,            0.024027,             0.96904,             0.83625,             0.88676,             0.77481,            0.043203,            0.054429,            0.018696,           0.0019018,           0.0019018,           0.0019018
                1638,            0.051146,            0.076066,            0.023923,             0.96919,             0.83629,             0.88673,             0.77483,            0.043205,            0.054438,            0.018696,           0.0018969,           0.0018969,           0.0018969
                1639,            0.051155,            0.075179,            0.023869,             0.96912,             0.83626,             0.88672,             0.77479,              0.0432,            0.054439,            0.018695,           0.0018919,           0.0018919,           0.0018919
                1640,             0.05114,            0.075267,            0.023993,             0.96916,             0.83632,             0.88677,             0.77483,              0.0432,            0.054436,            0.018694,            0.001887,            0.001887,            0.001887
                1641,            0.051081,            0.075682,            0.023864,             0.96957,             0.83607,             0.88673,             0.77485,              0.0432,            0.054426,            0.018694,            0.001882,            0.001882,            0.001882
                1642,            0.051068,            0.074781,            0.023873,              0.9695,             0.83606,             0.88669,              0.7749,              0.0432,            0.054416,            0.018694,           0.0018771,           0.0018771,           0.0018771
                1643,            0.051089,            0.075106,            0.023876,             0.96958,             0.83607,              0.8867,             0.77495,            0.043199,            0.054418,            0.018693,           0.0018721,           0.0018721,           0.0018721
                1644,            0.051074,            0.074646,            0.023895,             0.96956,             0.83599,              0.8867,             0.77496,              0.0432,             0.05441,            0.018692,           0.0018671,           0.0018671,           0.0018671
                1645,            0.051072,            0.075299,            0.023889,             0.96957,             0.83597,             0.88671,             0.77503,            0.043201,             0.05442,            0.018691,           0.0018622,           0.0018622,           0.0018622
                1646,            0.050864,            0.074454,            0.023744,             0.96957,             0.83599,             0.88676,               0.775,            0.043201,            0.054425,             0.01869,           0.0018572,           0.0018572,           0.0018572
                1647,            0.051081,            0.075797,            0.023887,             0.96946,             0.83601,             0.88673,             0.77511,              0.0432,            0.054416,             0.01869,           0.0018523,           0.0018523,           0.0018523
                1648,            0.050873,            0.075065,            0.023769,             0.96924,             0.83606,              0.8867,             0.77506,            0.043199,            0.054404,            0.018689,           0.0018474,           0.0018474,           0.0018474
                1649,             0.05108,            0.075241,             0.02388,              0.9692,             0.83602,              0.8867,             0.77513,            0.043196,            0.054407,            0.018689,           0.0018424,           0.0018424,           0.0018424
                1650,            0.051112,            0.074881,            0.023941,             0.96921,             0.83602,             0.88664,             0.77512,            0.043201,            0.054399,            0.018688,           0.0018375,           0.0018375,           0.0018375
                1651,            0.051084,            0.075435,            0.023927,             0.96937,               0.836,             0.88669,             0.77509,            0.043202,            0.054394,            0.018688,           0.0018325,           0.0018325,           0.0018325
                1652,            0.051087,            0.075104,            0.023906,             0.96977,             0.83566,             0.88668,             0.77511,            0.043202,            0.054384,            0.018687,           0.0018276,           0.0018276,           0.0018276
                1653,            0.051005,            0.074925,            0.023858,             0.96984,             0.83567,             0.88669,             0.77515,            0.043203,            0.054368,            0.018686,           0.0018226,           0.0018226,           0.0018226
                1654,            0.051109,            0.075786,            0.023952,             0.96984,             0.83565,             0.88669,             0.77502,            0.043206,            0.054368,            0.018686,           0.0018176,           0.0018176,           0.0018176
                1655,            0.050997,             0.07461,            0.023875,             0.96986,             0.83572,             0.88671,             0.77506,            0.043206,            0.054361,            0.018685,           0.0018127,           0.0018127,           0.0018127
                1656,            0.051098,            0.075055,             0.02391,             0.96978,             0.83568,             0.88666,             0.77505,            0.043207,            0.054369,            0.018685,           0.0018077,           0.0018077,           0.0018077
                1657,            0.051017,            0.074652,            0.023869,             0.96981,             0.83574,             0.88664,             0.77501,            0.043206,            0.054349,            0.018684,           0.0018028,           0.0018028,           0.0018028
                1658,            0.051058,            0.074464,            0.023922,             0.96973,             0.83573,             0.88664,             0.77496,             0.04321,            0.054368,            0.018684,           0.0017979,           0.0017979,           0.0017979
                1659,            0.050935,            0.075128,            0.023864,             0.96963,             0.83579,              0.8867,             0.77507,            0.043209,             0.05435,            0.018683,           0.0017929,           0.0017929,           0.0017929
                1660,            0.050944,            0.074741,            0.023837,             0.96967,             0.83571,             0.88668,             0.77506,            0.043209,            0.054348,            0.018683,           0.0017879,           0.0017879,           0.0017879
                1661,             0.05112,            0.074924,            0.023957,             0.96959,             0.83576,             0.88671,             0.77504,            0.043207,            0.054342,            0.018682,            0.001783,            0.001783,            0.001783
                1662,            0.050984,            0.074952,            0.023837,             0.96958,             0.83573,             0.88668,             0.77504,            0.043207,             0.05434,            0.018682,            0.001778,            0.001778,            0.001778
                1663,             0.05098,            0.074656,            0.023846,             0.96966,             0.83577,              0.8867,             0.77501,            0.043208,            0.054342,            0.018681,           0.0017731,           0.0017731,           0.0017731
                1664,            0.050959,            0.074424,            0.023831,             0.96971,             0.83577,              0.8867,             0.77504,            0.043208,            0.054334,             0.01868,           0.0017682,           0.0017682,           0.0017682
                1665,             0.05085,            0.074393,            0.023749,             0.96962,              0.8358,             0.88669,             0.77505,            0.043205,            0.054329,            0.018679,           0.0017632,           0.0017632,           0.0017632
                1666,            0.051031,            0.074976,            0.023876,             0.96972,             0.83578,             0.88668,             0.77508,            0.043202,            0.054313,            0.018679,           0.0017582,           0.0017582,           0.0017582
                1667,            0.050956,            0.074871,            0.023917,              0.9693,             0.83606,             0.88668,             0.77508,            0.043203,            0.054305,            0.018678,           0.0017533,           0.0017533,           0.0017533
                1668,            0.051023,            0.074999,            0.023866,             0.96934,             0.83604,              0.8867,             0.77509,            0.043204,            0.054299,            0.018678,           0.0017483,           0.0017483,           0.0017483
                1669,            0.050941,            0.075184,            0.023802,             0.96941,             0.83599,             0.88668,             0.77504,            0.043203,            0.054282,            0.018677,           0.0017434,           0.0017434,           0.0017434
                1670,             0.05094,             0.07456,            0.023882,             0.96937,             0.83604,              0.8867,             0.77506,            0.043203,            0.054292,            0.018677,           0.0017385,           0.0017385,           0.0017385
                1671,            0.050891,            0.074377,            0.023792,              0.9694,             0.83608,             0.88671,             0.77504,            0.043201,            0.054265,            0.018676,           0.0017335,           0.0017335,           0.0017335
                1672,             0.05096,            0.074592,            0.023855,             0.96931,             0.83613,             0.88669,               0.775,            0.043205,            0.054277,            0.018675,           0.0017285,           0.0017285,           0.0017285
                1673,            0.050888,            0.074539,            0.023803,             0.96936,             0.83619,              0.8867,             0.77503,            0.043208,            0.054265,            0.018675,           0.0017236,           0.0017236,           0.0017236
                1674,            0.050939,            0.074956,             0.02384,             0.96931,             0.83619,             0.88669,             0.77498,             0.04321,            0.054271,            0.018675,           0.0017186,           0.0017186,           0.0017186
                1675,            0.050795,            0.074322,            0.023723,             0.96923,              0.8362,             0.88665,             0.77497,            0.043209,            0.054264,            0.018674,           0.0017137,           0.0017137,           0.0017137
                1676,            0.051003,             0.07518,            0.023916,             0.96928,             0.83616,             0.88665,             0.77494,            0.043207,            0.054274,            0.018673,           0.0017087,           0.0017087,           0.0017087
                1677,            0.050765,            0.074896,            0.023797,             0.96933,             0.83619,             0.88663,             0.77499,            0.043208,            0.054272,            0.018672,           0.0017038,           0.0017038,           0.0017038
                1678,            0.050996,            0.074887,            0.023906,             0.96926,             0.83625,             0.88665,             0.77502,            0.043203,            0.054265,            0.018672,           0.0016988,           0.0016988,           0.0016988
                1679,            0.051127,            0.074809,            0.023978,              0.9694,             0.83624,             0.88664,             0.77506,            0.043203,            0.054262,            0.018671,           0.0016939,           0.0016939,           0.0016939
                1680,            0.050828,            0.074133,            0.023772,             0.96977,             0.83605,             0.88666,             0.77509,            0.043202,            0.054247,            0.018671,           0.0016889,           0.0016889,           0.0016889
                1681,             0.05093,            0.074727,            0.023824,              0.9699,             0.83603,             0.88667,             0.77512,            0.043201,            0.054239,             0.01867,            0.001684,            0.001684,            0.001684
                1682,            0.050946,             0.07518,            0.023857,             0.96926,             0.83634,             0.88671,             0.77518,            0.043202,            0.054229,             0.01867,            0.001679,            0.001679,            0.001679
                1683,            0.050866,            0.075137,            0.023791,             0.96937,             0.83631,             0.88673,             0.77526,            0.043197,            0.054198,             0.01867,           0.0016741,           0.0016741,           0.0016741
                1684,             0.05101,            0.075105,            0.023869,             0.96932,              0.8363,             0.88669,             0.77524,            0.043199,            0.054212,            0.018669,           0.0016691,           0.0016691,           0.0016691
                1685,            0.050931,            0.074493,            0.023882,             0.96977,             0.83612,             0.88668,             0.77521,            0.043198,            0.054206,            0.018668,           0.0016642,           0.0016642,           0.0016642
                1686,            0.050808,            0.074233,            0.023784,             0.96963,             0.83607,             0.88668,             0.77521,            0.043198,            0.054197,            0.018667,           0.0016592,           0.0016592,           0.0016592
                1687,            0.050762,            0.074745,            0.023759,             0.96972,             0.83611,             0.88669,             0.77526,            0.043194,            0.054195,            0.018667,           0.0016543,           0.0016543,           0.0016543
                1688,            0.050871,            0.074201,            0.023827,             0.96969,             0.83611,             0.88669,             0.77525,            0.043191,            0.054182,            0.018666,           0.0016493,           0.0016493,           0.0016493
                1689,             0.05098,            0.074727,            0.023892,             0.96971,             0.83606,             0.88666,             0.77538,             0.04319,            0.054184,            0.018666,           0.0016444,           0.0016444,           0.0016444
                1690,            0.050809,            0.074084,            0.023793,             0.96977,             0.83617,             0.88666,             0.77537,            0.043189,            0.054193,            0.018665,           0.0016394,           0.0016394,           0.0016394
                1691,            0.050885,            0.074338,            0.023826,             0.97035,              0.8359,             0.88667,              0.7754,            0.043186,            0.054182,            0.018665,           0.0016345,           0.0016345,           0.0016345
                1692,             0.05086,            0.073912,            0.023838,              0.9703,             0.83591,             0.88668,             0.77545,            0.043187,             0.05417,            0.018664,           0.0016296,           0.0016296,           0.0016296
                1693,            0.050869,            0.074771,            0.023817,             0.97037,             0.83589,             0.88668,             0.77542,            0.043184,            0.054168,            0.018664,           0.0016246,           0.0016246,           0.0016246
                1694,            0.050859,            0.074694,            0.023816,             0.96986,             0.83623,             0.88667,             0.77546,            0.043183,            0.054158,            0.018663,           0.0016196,           0.0016196,           0.0016196
                1695,            0.050847,            0.074187,            0.023817,             0.96982,             0.83615,             0.88666,             0.77541,            0.043185,            0.054165,            0.018663,           0.0016147,           0.0016147,           0.0016147
                1696,            0.050872,            0.073988,            0.023836,             0.96979,             0.83616,             0.88664,             0.77539,            0.043186,             0.05416,            0.018662,           0.0016097,           0.0016097,           0.0016097
                1697,            0.050709,            0.074113,            0.023762,             0.97035,             0.83587,             0.88664,             0.77534,            0.043186,            0.054163,            0.018662,           0.0016048,           0.0016048,           0.0016048
                1698,            0.050678,             0.07403,              0.0237,             0.97017,             0.83591,             0.88659,             0.77544,            0.043179,            0.054138,            0.018662,           0.0015998,           0.0015998,           0.0015998
                1699,            0.050777,            0.074189,            0.023765,             0.97035,             0.83588,             0.88657,             0.77564,             0.04317,             0.05414,            0.018661,           0.0015949,           0.0015949,           0.0015949
                1700,             0.05076,             0.07386,            0.023787,             0.97017,             0.83591,             0.88657,             0.77561,            0.043171,            0.054122,             0.01866,           0.0015899,           0.0015899,           0.0015899
                1701,            0.050563,            0.074054,             0.02362,             0.97018,             0.83594,             0.88662,             0.77563,             0.04317,            0.054113,             0.01866,            0.001585,            0.001585,            0.001585
                1702,            0.050817,            0.074011,            0.023792,             0.97009,             0.83597,             0.88661,             0.77573,            0.043167,            0.054105,            0.018659,             0.00158,             0.00158,             0.00158
                1703,            0.050858,            0.074064,            0.023865,             0.97008,             0.83595,             0.88664,             0.77577,            0.043171,             0.05411,            0.018659,           0.0015751,           0.0015751,           0.0015751
                1704,            0.050879,            0.074276,            0.023844,             0.97014,             0.83596,             0.88661,             0.77572,            0.043173,            0.054106,            0.018658,           0.0015701,           0.0015701,           0.0015701
                1705,            0.050868,            0.074987,            0.023822,             0.97057,             0.83581,             0.88658,             0.77561,            0.043173,            0.054109,            0.018658,           0.0015652,           0.0015652,           0.0015652
                1706,            0.050932,            0.074028,            0.023897,             0.97002,             0.83601,             0.88661,             0.77551,            0.043177,            0.054122,            0.018657,           0.0015602,           0.0015602,           0.0015602
                1707,            0.050712,             0.07394,             0.02373,             0.97006,             0.83599,             0.88662,             0.77551,            0.043174,             0.05411,            0.018657,           0.0015553,           0.0015553,           0.0015553
                1708,            0.050753,            0.073858,            0.023771,             0.97042,             0.83581,             0.88662,              0.7755,            0.043172,            0.054097,            0.018655,           0.0015503,           0.0015503,           0.0015503
                1709,            0.050695,            0.073529,            0.023749,             0.97052,             0.83584,             0.88659,             0.77548,            0.043172,            0.054084,            0.018655,           0.0015454,           0.0015454,           0.0015454
                1710,            0.050649,            0.074308,            0.023704,             0.97044,             0.83584,              0.8866,              0.7755,            0.043175,            0.054089,            0.018654,           0.0015404,           0.0015404,           0.0015404
                1711,            0.050757,            0.074088,            0.023783,             0.97037,             0.83592,              0.8866,             0.77542,            0.043173,            0.054087,            0.018653,           0.0015355,           0.0015355,           0.0015355
                1712,            0.050667,            0.073824,            0.023719,              0.9704,             0.83599,              0.8866,             0.77552,            0.043171,            0.054079,            0.018653,           0.0015305,           0.0015305,           0.0015305
                1713,            0.050556,            0.073656,            0.023693,             0.97035,             0.83594,             0.88656,             0.77557,            0.043171,            0.054065,            0.018652,           0.0015256,           0.0015256,           0.0015256
                1714,            0.050932,            0.074387,              0.0239,             0.97045,             0.83595,             0.88658,             0.77556,            0.043173,            0.054075,            0.018652,           0.0015206,           0.0015206,           0.0015206
                1715,            0.050781,            0.073561,            0.023793,             0.97034,             0.83587,             0.88655,             0.77568,             0.04317,            0.054064,            0.018651,           0.0015157,           0.0015157,           0.0015157
                1716,            0.050706,             0.07397,            0.023744,             0.97034,             0.83591,             0.88658,             0.77565,            0.043168,             0.05406,            0.018651,           0.0015107,           0.0015107,           0.0015107
                1717,            0.050603,            0.073524,            0.023691,             0.97028,             0.83592,             0.88658,             0.77567,            0.043168,            0.054056,             0.01865,           0.0015058,           0.0015058,           0.0015058
                1718,            0.050584,            0.073933,            0.023661,             0.97027,             0.83594,             0.88656,             0.77566,            0.043169,             0.05406,            0.018649,           0.0015008,           0.0015008,           0.0015008
                1719,            0.050714,            0.074101,            0.023753,             0.97041,             0.83594,             0.88658,             0.77573,            0.043164,            0.054037,            0.018649,           0.0014959,           0.0014959,           0.0014959
                1720,            0.050794,            0.074315,            0.023827,             0.97041,             0.83596,             0.88655,              0.7757,            0.043165,            0.054039,            0.018648,           0.0014909,           0.0014909,           0.0014909
                1721,            0.050575,            0.073325,            0.023653,             0.97038,             0.83597,             0.88653,             0.77563,            0.043166,            0.054042,            0.018647,            0.001486,            0.001486,            0.001486
                1722,            0.050572,            0.073759,            0.023639,             0.97037,             0.83603,             0.88653,             0.77567,            0.043168,             0.05403,            0.018647,            0.001481,            0.001481,            0.001481
                1723,            0.050667,            0.073682,            0.023765,             0.97031,             0.83599,              0.8865,             0.77571,            0.043164,            0.054026,            0.018646,           0.0014761,           0.0014761,           0.0014761
                1724,            0.050582,            0.073285,             0.02368,              0.9703,             0.83599,             0.88652,             0.77579,            0.043163,            0.054019,            0.018646,           0.0014711,           0.0014711,           0.0014711
                1725,            0.050734,             0.07387,            0.023808,             0.97044,             0.83601,             0.88653,             0.77581,            0.043163,            0.054005,            0.018645,           0.0014662,           0.0014662,           0.0014662
                1726,            0.050599,            0.073593,            0.023664,             0.97042,             0.83601,             0.88653,             0.77577,            0.043162,            0.054007,            0.018644,           0.0014612,           0.0014612,           0.0014612
                1727,            0.050765,            0.073741,            0.023831,             0.97037,             0.83596,             0.88648,             0.77582,            0.043162,            0.054003,            0.018644,           0.0014563,           0.0014563,           0.0014563
                1728,            0.050636,            0.073349,            0.023692,             0.97074,             0.83573,              0.8865,             0.77581,            0.043161,               0.054,            0.018643,           0.0014513,           0.0014513,           0.0014513
                1729,            0.050531,            0.073472,            0.023667,              0.9707,              0.8357,             0.88649,             0.77589,             0.04316,            0.054002,            0.018642,           0.0014464,           0.0014464,           0.0014464
                1730,             0.05038,               0.073,            0.023569,             0.97057,              0.8357,             0.88646,               0.776,             0.04316,            0.053996,            0.018641,           0.0014414,           0.0014414,           0.0014414
                1731,            0.050739,             0.07342,            0.023809,             0.97055,             0.83576,             0.88646,             0.77608,            0.043157,            0.053975,             0.01864,           0.0014365,           0.0014365,           0.0014365
                1732,            0.050581,             0.07346,            0.023714,              0.9706,             0.83581,             0.88647,             0.77611,            0.043159,            0.053972,             0.01864,           0.0014315,           0.0014315,           0.0014315
                1733,            0.050813,            0.073861,            0.023859,             0.97056,              0.8358,             0.88649,             0.77603,            0.043162,            0.053982,            0.018639,           0.0014266,           0.0014266,           0.0014266
                1734,            0.050615,             0.07298,            0.023729,             0.97063,             0.83578,             0.88646,             0.77605,            0.043161,            0.053967,            0.018638,           0.0014216,           0.0014216,           0.0014216
                1735,            0.050602,            0.073522,            0.023723,              0.9707,             0.83579,             0.88648,              0.7761,            0.043157,            0.053964,            0.018638,           0.0014167,           0.0014167,           0.0014167
                1736,            0.050585,            0.073153,            0.023683,             0.97079,             0.83587,             0.88652,             0.77602,             0.04316,            0.053955,            0.018637,           0.0014117,           0.0014117,           0.0014117
                1737,             0.05057,            0.073114,            0.023748,             0.97075,             0.83586,             0.88647,             0.77603,            0.043158,            0.053939,            0.018637,           0.0014068,           0.0014068,           0.0014068
                1738,            0.050571,             0.07318,            0.023744,              0.9707,             0.83586,              0.8865,             0.77605,             0.04316,            0.053951,            0.018636,           0.0014018,           0.0014018,           0.0014018
                1739,            0.050694,            0.072989,            0.023788,             0.97061,             0.83589,             0.88646,               0.776,            0.043163,            0.053953,            0.018636,           0.0013969,           0.0013969,           0.0013969
                1740,            0.050635,            0.073784,            0.023743,             0.97053,             0.83585,             0.88645,             0.77603,             0.04316,            0.053949,            0.018635,           0.0013919,           0.0013919,           0.0013919
                1741,            0.050758,            0.073482,            0.023844,             0.97107,             0.83563,             0.88644,             0.77602,            0.043157,            0.053937,            0.018635,            0.001387,            0.001387,            0.001387
                1742,            0.050695,            0.073502,            0.023773,              0.9711,             0.83566,             0.88643,             0.77601,             0.04316,            0.053932,            0.018635,            0.001382,            0.001382,            0.001382
                1743,            0.050621,            0.073042,            0.023773,             0.97111,             0.83565,             0.88645,             0.77618,            0.043143,            0.053902,            0.018634,           0.0013771,           0.0013771,           0.0013771
                1744,            0.050544,            0.072807,            0.023691,             0.97115,              0.8357,             0.88646,              0.7762,            0.043141,            0.053889,            0.018633,           0.0013721,           0.0013721,           0.0013721
                1745,            0.050601,            0.073213,            0.023733,             0.97102,             0.83573,             0.88642,             0.77626,            0.043139,            0.053882,            0.018632,           0.0013672,           0.0013672,           0.0013672
                1746,            0.050711,            0.073377,            0.023813,             0.97097,             0.83579,              0.8865,             0.77632,            0.043138,            0.053879,            0.018631,           0.0013622,           0.0013622,           0.0013622
                1747,            0.050548,            0.072926,            0.023697,             0.97103,              0.8358,             0.88647,             0.77633,            0.043137,            0.053871,             0.01863,           0.0013573,           0.0013573,           0.0013573
                1748,            0.050585,            0.073159,            0.023689,             0.97093,              0.8358,             0.88647,             0.77629,             0.04314,            0.053876,             0.01863,           0.0013523,           0.0013523,           0.0013523
                1749,            0.050632,             0.07333,            0.023725,             0.97089,             0.83581,             0.88642,             0.77629,             0.04314,            0.053878,            0.018629,           0.0013474,           0.0013474,           0.0013474
                1750,            0.050584,            0.073293,            0.023786,             0.97094,             0.83585,             0.88644,             0.77625,            0.043143,            0.053872,            0.018628,           0.0013424,           0.0013424,           0.0013424
                1751,            0.050564,             0.07261,            0.023727,             0.97045,             0.83601,             0.88645,             0.77621,             0.04314,            0.053863,            0.018627,           0.0013375,           0.0013375,           0.0013375
                1752,            0.050543,            0.072966,            0.023696,             0.97035,             0.83603,             0.88649,             0.77636,            0.043137,            0.053849,            0.018627,           0.0013326,           0.0013326,           0.0013326
                1753,            0.050665,            0.073034,            0.023826,             0.97034,             0.83609,             0.88646,             0.77627,            0.043138,            0.053847,            0.018626,           0.0013276,           0.0013276,           0.0013276
                1754,            0.050568,            0.073565,            0.023752,              0.9703,             0.83608,             0.88648,             0.77643,            0.043138,            0.053849,            0.018625,           0.0013227,           0.0013227,           0.0013227
                1755,            0.050558,            0.073229,            0.023706,             0.97024,             0.83615,             0.88652,             0.77635,            0.043141,            0.053844,            0.018625,           0.0013177,           0.0013177,           0.0013177
                1756,            0.050556,            0.072883,             0.02371,             0.97066,             0.83589,             0.88656,             0.77636,            0.043139,            0.053839,            0.018624,           0.0013128,           0.0013128,           0.0013128
                1757,            0.050483,            0.072836,            0.023703,             0.97053,               0.836,             0.88661,             0.77635,            0.043136,             0.05382,            0.018624,           0.0013078,           0.0013078,           0.0013078
                1758,            0.050433,            0.072655,            0.023683,             0.97045,             0.83601,             0.88657,             0.77634,            0.043133,            0.053797,            0.018623,           0.0013029,           0.0013029,           0.0013029
                1759,             0.05065,            0.073398,            0.023812,             0.97039,             0.83609,             0.88657,             0.77641,            0.043126,            0.053778,            0.018622,           0.0012979,           0.0012979,           0.0012979
                1760,            0.050434,            0.073204,            0.023613,             0.97055,             0.83614,             0.88656,             0.77633,            0.043127,            0.053775,            0.018622,            0.001293,            0.001293,            0.001293
                1761,            0.050443,            0.073104,            0.023638,             0.97052,             0.83614,             0.88659,             0.77624,            0.043129,            0.053785,            0.018621,            0.001288,            0.001288,            0.001288
                1762,            0.050472,            0.072879,            0.023677,             0.97043,             0.83621,             0.88658,             0.77626,             0.04313,            0.053768,            0.018621,           0.0012831,           0.0012831,           0.0012831
                1763,            0.050573,            0.072656,            0.023777,             0.97045,             0.83621,             0.88663,             0.77616,             0.04313,            0.053766,             0.01862,           0.0012781,           0.0012781,           0.0012781
                1764,            0.050391,             0.07247,            0.023644,             0.97048,             0.83619,             0.88661,             0.77625,            0.043127,            0.053748,            0.018619,           0.0012732,           0.0012732,           0.0012732
                1765,            0.050452,            0.073635,            0.023654,             0.97044,             0.83618,             0.88663,             0.77627,            0.043127,            0.053738,            0.018618,           0.0012682,           0.0012682,           0.0012682
                1766,            0.050432,            0.072368,            0.023665,             0.97031,             0.83628,             0.88666,             0.77618,            0.043123,            0.053731,            0.018617,           0.0012633,           0.0012633,           0.0012633
                1767,            0.050429,            0.072509,            0.023673,             0.97024,             0.83624,             0.88661,             0.77633,             0.04312,            0.053711,            0.018617,           0.0012583,           0.0012583,           0.0012583
                1768,            0.050334,            0.073321,            0.023553,             0.97013,             0.83635,             0.88666,              0.7763,            0.043114,            0.053692,            0.018616,           0.0012534,           0.0012534,           0.0012534
                1769,            0.050518,            0.072959,            0.023686,             0.97001,             0.83634,              0.8866,             0.77632,            0.043115,            0.053678,            0.018615,           0.0012484,           0.0012484,           0.0012484
                1770,            0.050489,            0.072777,            0.023704,             0.97003,              0.8364,             0.88662,             0.77637,            0.043114,             0.05367,            0.018614,           0.0012435,           0.0012435,           0.0012435
                1771,            0.050552,            0.072805,            0.023764,             0.97009,             0.83644,             0.88663,             0.77643,            0.043111,            0.053664,            0.018613,           0.0012385,           0.0012385,           0.0012385
                1772,            0.050593,            0.073171,            0.023738,             0.97001,             0.83647,             0.88657,             0.77646,            0.043109,            0.053652,            0.018613,           0.0012336,           0.0012336,           0.0012336
                1773,            0.050492,            0.073168,            0.023722,             0.97002,             0.83651,             0.88656,             0.77646,            0.043106,            0.053645,            0.018612,           0.0012286,           0.0012286,           0.0012286
                1774,            0.050503,            0.072938,            0.023687,             0.97009,             0.83649,             0.88659,             0.77652,            0.043106,             0.05364,            0.018612,           0.0012237,           0.0012237,           0.0012237
                1775,            0.050447,            0.073059,            0.023652,             0.97009,             0.83647,             0.88662,             0.77641,            0.043108,            0.053652,            0.018611,           0.0012187,           0.0012187,           0.0012187
